GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG 
53103,33333912,1414549,12.870,0.546,42.881486,-88.212533 
53104,82528426,1209552,31.864,0.467,42.547457,-88.039280 
53105,407800795,6405191,157.453,2.473,42.663513,-88.280371 
53108,51286765,219873,19.802,0.085,42.815148,-87.943004 
53110,12360210,1848077,4.772,0.714,42.950505,-87.860883 
53114,89869720,430924,34.699,0.166,42.596990,-88.751804 
53115,184314353,9357130,71.164,3.613,42.656603,-88.668293 
53118,97089904,2955545,37.487,1.141,42.962493,-88.491540 
53119,100017651,2287924,38.617,0.883,42.892996,-88.485529 
53120,149708900,5393993,57.803,2.083,42.802750,-88.417464 
53121,298441706,5690770,115.229,2.197,42.719719,-88.534143 
53122,8472105,47574,3.271,0.018,43.047520,-88.087029 
53125,14135179,4860890,5.458,1.877,42.550039,-88.554372 
53126,135214223,501859,52.207,0.194,42.794482,-87.997744 
53128,65811650,3339523,25.410,1.289,42.528809,-88.334964 
53129,13324810,22101,5.145,0.009,42.939993,-88.000857 
53130,8277612,16321,3.196,0.006,42.941231,-88.049500 
53132,90083752,271705,34.782,0.105,42.883879,-88.011548 
53137,83743644,32929,32.334,0.013,43.007883,-88.669078 
53139,77640761,2246742,29.977,0.867,42.685512,-88.120797 
53140,22370764,1753123,8.637,0.677,42.622309,-87.828803 
53142,56066169,182881,21.647,0.071,42.518443,-87.982635 
53143,10823585,510364,4.179,0.197,42.561312,-87.829930 
53144,113291395,36103,43.742,0.014,42.622122,-87.920178 
53146,47535375,724442,18.354,0.280,42.973705,-88.155385 
53147,184232794,19539332,71.133,7.544,42.565922,-88.457346 
53149,152242150,6803110,58.781,2.627,42.878253,-88.342486 
53150,86646085,11127282,33.454,4.296,42.871356,-88.134320 
53151,46012112,396853,17.765,0.153,42.974779,-88.098607 
53153,10580934,137154,4.085,0.053,42.934471,-88.407089 
53154,73994476,2861968,28.569,1.105,42.878693,-87.898676 
53156,83471135,1255380,32.228,0.485,42.889865,-88.588838 
53158,78632054,3823068,30.360,1.476,42.524360,-87.885530 
53167,557978,64769,0.215,0.025,42.744549,-88.228216 
53168,91124412,1993815,35.183,0.770,42.575072,-88.135698 
53170,2669598,2096819,1.031,0.810,42.550836,-88.153803 
53172,12507388,2150335,4.829,0.830,42.911998,-87.859664 
53177,70632373,121361,27.271,0.047,42.704220,-87.932797 
53178,80768096,2766316,31.185,1.068,43.029545,-88.596788 
53179,27865252,3462452,10.759,1.337,42.513801,-88.130588 
53181,36331096,4064458,14.028,1.569,42.512708,-88.243032 
53182,147050371,163631,56.776,0.063,42.702391,-88.041279 
53183,9240631,13890,3.568,0.005,43.005837,-88.370357 
53184,75912334,191305,29.310,0.074,42.526240,-88.605447 
53185,118967060,10708777,45.933,4.135,42.798205,-88.194451 
53186,32520112,313894,12.556,0.121,43.022155,-88.204676 
53188,71358199,949609,27.552,0.367,43.023431,-88.292191 
53189,122663176,2607793,47.361,1.007,42.944059,-88.290980 
53190,347663533,5265747,134.234,2.033,42.807771,-88.736201 
53191,10044202,2186345,3.878,0.844,42.588193,-88.553354 
53192,2769538,114734,1.069,0.044,42.502590,-88.184228 
53195,841628,0,0.325,0.000,42.513993,-88.490181 
53202,5472420,2650629,2.113,1.023,43.049579,-87.892520 
53203,1160049,62387,0.448,0.024,43.038097,-87.916734 
53204,8499275,224506,3.282,0.087,43.018587,-87.926053 
53205,3661521,0,1.414,0.000,43.053467,-87.933796 
53206,6960388,0,2.687,0.000,43.075132,-87.933696 
53207,25682293,4184749,9.916,1.616,42.975097,-87.898900 
53208,10110363,38422,3.904,0.015,43.047073,-87.967198 
53209,28171436,176761,10.877,0.068,43.127780,-87.949473 
53210,6592974,0,2.546,0.000,43.068840,-87.973768 
53211,10152041,1880031,3.920,0.726,43.082414,-87.881444 
53212,10519756,269025,4.062,0.104,43.073857,-87.908604 
53213,10447522,0,4.034,0.000,43.048805,-88.001520 
53214,18840862,14646,7.274,0.006,43.020327,-88.012871 
53215,14661870,31918,5.661,0.012,42.999273,-87.943018 
53216,12013056,0,4.638,0.000,43.086390,-87.976385 
53217,36704863,6227967,14.172,2.405,43.158204,-87.913225 
53218,15209305,17008,5.872,0.007,43.113720,-87.992980 
53219,12812760,15790,4.947,0.006,42.995181,-87.993688 
53220,14338275,0,5.536,0.000,42.965206,-87.991364 
53221,23649597,37481,9.131,0.014,42.953915,-87.944497 
53222,14334942,9179,5.535,0.004,43.083208,-88.036041 
53223,26378689,178764,10.185,0.069,43.163455,-87.990496 
53224,25437327,2425,9.821,0.001,43.163330,-88.039699 
53225,17789955,13464,6.869,0.005,43.115154,-88.042944 
53226,17814286,19752,6.878,0.008,43.048954,-88.042234 
53227,13186374,30353,5.091,0.012,42.995814,-88.042017 
53228,13514745,14778,5.218,0.006,42.969046,-88.043224 
53233,4377382,0,1.690,0.000,43.036920,-87.933832 
53235,6644953,1739986,2.566,0.672,42.973107,-87.867895 
53295,606085,0,0.234,0.000,43.022478,-87.976072 
53402,53036186,12763035,20.477,4.928,42.795888,-87.816532 
53403,24695438,9716621,9.535,3.752,42.684188,-87.815533 
53404,11538543,435969,4.455,0.168,42.754054,-87.811291 
53405,16856205,310586,6.508,0.120,42.726918,-87.830175 
53406,42928339,203597,16.575,0.079,42.734536,-87.864893 
53501,168878,0,0.065,0.000,42.606210,-89.065499 
53502,132599533,328309,51.197,0.127,42.730406,-89.438069 
53503,146107014,3920187,56.412,1.514,43.142976,-89.957507 
53504,236196203,2052068,91.196,0.792,42.703516,-89.860349 
53505,47697270,2673,18.416,0.001,42.661074,-88.820897 
53506,163949806,4783699,63.301,1.847,43.164826,-90.286429 
53507,163019813,63154,62.942,0.024,42.984283,-89.913876 
53508,179947312,1022105,69.478,0.395,42.866188,-89.575582 
53510,108871190,249522,42.035,0.096,42.745356,-90.305238 
53511,286242101,3571018,110.519,1.379,42.553995,-89.094444 
53515,96072037,144677,37.094,0.056,43.115004,-89.739338 
53516,215535727,55767,83.219,0.022,42.796985,-89.873456 
53517,114711212,298,44.290,0.000,43.056983,-89.832329 
53518,194108433,8466812,74.946,3.269,43.240989,-90.595130 
53520,318339822,1919421,122.912,0.741,42.596822,-89.352736 
53521,158527240,484669,61.208,0.187,42.838105,-89.400302 
53522,100321948,365796,38.735,0.141,42.556909,-89.783490 
53523,125530405,3215081,48.468,1.241,42.984409,-89.028839 
53525,144624870,389089,55.840,0.150,42.544534,-88.858655 
53526,21100011,0,8.147,0.000,42.974051,-90.343606 
53527,93093927,82147,35.944,0.032,43.051357,-89.192257 
53528,121060520,911419,46.742,0.352,43.118300,-89.638014 
53529,94769780,627416,36.591,0.242,43.242558,-89.514690 
53530,345724437,0,133.485,0.000,42.693829,-90.105890 
53531,109619599,195898,42.324,0.076,43.062216,-89.102393 
53532,140140519,814317,54.109,0.314,43.250204,-89.326329 
53533,372714011,940385,143.906,0.363,42.996737,-90.162179 
53534,210563190,8084094,81.299,3.121,42.860823,-89.093310 
53536,244914026,1102067,94.562,0.426,42.761233,-89.267862 
53537,2286966,0,0.883,0.000,42.672395,-89.210506 
53538,257108151,24456300,99.270,9.443,42.920044,-88.857145 
53540,3546448,0,1.369,0.000,43.229262,-90.284915 
53541,160376843,0,61.922,0.000,42.566140,-90.029362 
53543,205882178,860645,79.492,0.332,43.057568,-90.345460 
53544,103599885,17224,40.000,0.007,42.877560,-89.905663 
53545,64155318,1069388,24.771,0.413,42.738737,-89.040222 
53546,214027926,982187,82.637,0.379,42.652244,-88.948166 
53548,185008680,1984170,71.432,0.766,42.682985,-89.124673 
53549,180988077,2581998,69.880,0.997,42.984486,-88.765585 
53550,124109360,18544,47.919,0.007,42.552842,-89.493930 
53551,109372473,6317760,42.229,2.439,43.081815,-88.915650 
53553,22579553,0,8.718,0.000,42.907833,-90.302176 
53554,121170659,13077,46.784,0.005,42.908663,-90.440680 
53555,206483935,17807584,79.724,6.876,43.320154,-89.555784 
53556,120540515,2638656,46.541,1.019,43.238115,-90.245515 
53557,14609738,459096,5.641,0.177,43.338952,-88.797653 
53558,44973277,2551233,17.364,0.985,42.997142,-89.275488 
53559,164866734,1707677,63.655,0.659,43.165573,-89.081901 
53560,152626330,2189011,58.929,0.845,43.192255,-89.737666 
53561,93406938,9058668,36.065,3.498,43.394940,-89.638619 
53562,82489551,447332,31.849,0.173,43.115902,-89.543990 
53563,167349833,24112602,64.614,9.310,42.795191,-88.929676 
53565,473602351,280095,182.859,0.108,42.833363,-90.165771 
53566,399475130,37863,154.238,0.015,42.607782,-89.649858 
53569,114360696,28604,44.155,0.011,42.989029,-90.438953 
53570,186439031,41694,71.985,0.016,42.731054,-89.619580 
53571,1059152,0,0.409,0.000,43.278019,-89.353268 
53572,269552521,51217,104.075,0.020,42.961408,-89.733956 
53573,282024484,1849845,108.890,0.714,43.187505,-90.459136 
53574,107076932,0,41.343,0.000,42.816560,-89.650197 
53575,141529326,1394768,54.645,0.539,42.933063,-89.390551 
53576,81100181,165367,31.313,0.064,42.625684,-89.233172 
53577,118953156,91832,45.928,0.035,43.311608,-90.064349 
53578,127483930,2955835,49.222,1.141,43.327442,-89.775538 
53579,110870996,1940230,42.808,0.749,43.295981,-88.867735 
53580,53534646,0,20.670,0.000,42.859809,-90.378045 
53581,616571506,278455,238.060,0.108,43.372460,-90.414095 
53582,88591343,60787,34.205,0.023,43.018376,-89.978808 
53583,197387639,9421762,76.212,3.638,43.250531,-89.804480 
53585,70635598,0,27.273,0.000,42.529624,-88.715607 
53586,260120298,0,100.433,0.000,42.573089,-90.226681 
53587,149804512,91696,57.840,0.035,42.580307,-89.904145 
53588,355321779,10317051,137.191,3.983,43.193739,-90.086262 
53589,218223526,15841979,84.257,6.117,42.924555,-89.212885 
53590,173004367,804266,66.797,0.311,43.200235,-89.205195 
53593,186189214,645553,71.888,0.249,42.985198,-89.579337 
53594,183070311,1540650,70.684,0.595,43.190777,-88.973848 
53597,134226540,876489,51.825,0.338,43.183434,-89.457307 
53598,8919529,88803,3.444,0.034,43.210856,-89.332727 
53599,624263,33335,0.241,0.013,42.647308,-89.857206 
53702,43101,0,0.017,0.000,43.060926,-88.230636 
53703,4713532,76610,1.820,0.030,43.079575,-89.378389 
53704,58055915,2069387,22.416,0.799,43.136032,-89.347129 
53705,17034874,63779,6.577,0.025,43.074014,-89.460509 
53706,1368127,3186,0.528,0.001,43.074271,-89.409300 
53711,66086844,8980066,25.516,3.467,43.011403,-89.409330 
53713,27025732,2501653,10.435,0.966,43.036054,-89.386887 
53714,11965099,67481,4.620,0.026,43.100348,-89.311966 
53715,3133137,503,1.210,0.000,43.068490,-89.401708 
53716,17016543,160814,6.570,0.062,43.065163,-89.313783 
53717,9443634,44281,3.646,0.017,43.067686,-89.521056 
53718,51910137,66688,20.043,0.026,43.094024,-89.278477 
53719,26173259,245621,10.106,0.095,43.045313,-89.515378 
53726,1279841,0,0.494,0.000,43.069808,-89.422492 
53792,54498,0,0.021,0.000,43.077555,-89.430640 
53801,153209185,16964303,59.154,6.550,42.924819,-91.074574 
53802,2465314,0,0.952,0.000,42.805790,-90.888563 
53803,31767958,0,12.266,0.000,42.559513,-90.353639 
53804,131117179,0,50.625,0.000,42.874928,-90.907869 
53805,360282621,5219381,139.106,2.015,43.143298,-90.686927 
53806,179761673,18390132,69.406,7.100,42.729852,-90.919845 
53807,276233605,116740,106.654,0.045,42.616835,-90.472701 
53808,2197130,0,0.848,0.000,42.626310,-90.593132 
53809,262325754,0,101.285,0.000,42.993767,-90.633652 
53810,95444947,3308385,36.852,1.277,42.820785,-91.001945 
53811,125644066,6106999,48.511,2.358,42.537952,-90.506798 
53813,382646249,28413,147.741,0.011,42.844234,-90.721223 
53816,156269711,0,60.336,0.000,42.978845,-90.854380 
53817,4036955,0,1.559,0.000,42.945082,-90.967680 
53818,397528075,49176,153.486,0.019,42.745700,-90.492321 
53820,232954990,38011507,89.944,14.676,42.699772,-90.701468 
53821,268068778,15958639,103.502,6.162,43.049076,-91.057334 
53825,79870369,0,30.838,0.000,42.918230,-90.590628 
53826,185211196,2546600,71.510,0.983,43.113726,-90.924755 
53827,87982841,1962296,33.970,0.758,43.045865,-90.820473 
53901,367674986,23974607,141.960,9.257,43.560907,-89.483147 
53910,159292879,1047997,61.503,0.405,43.886678,-89.807748 
53911,92481870,819539,35.707,0.316,43.325821,-89.367495 
53913,340559912,9914513,131.491,3.828,43.492839,-89.728707 
53916,260209368,25946627,100.467,10.018,43.466797,-88.867753 
53919,178151366,897698,68.785,0.347,43.733861,-88.776015 
53920,20539910,3905224,7.931,1.508,43.666202,-89.595158 
53922,118591003,1917668,45.788,0.740,43.520930,-88.715147 
53923,200113820,1449980,77.264,0.560,43.574139,-89.138363 
53924,181098261,245633,69.922,0.095,43.483411,-90.261729 
53925,325163337,1937901,125.546,0.748,43.326703,-89.057148 
53926,125402291,2070831,48.418,0.800,43.666882,-89.222839 
53928,725604,878,0.280,0.000,43.427083,-89.156609 
53929,207124335,136723,79.971,0.053,43.751408,-90.283601 
53930,104381536,1261095,40.302,0.487,43.691693,-89.486834 
53931,2198095,42262,0.849,0.016,43.743386,-88.861422 
53932,96066294,1502069,37.091,0.580,43.422362,-89.055328 
53933,96515127,15132819,37.265,5.843,43.584013,-88.875253 
53934,312032966,20461865,120.477,7.900,43.988248,-89.820218 
53935,2555294,28957,0.987,0.011,43.587632,-89.065550 
53936,153466304,455826,59.254,0.176,43.868893,-89.707306 
53937,133044900,523276,51.369,0.202,43.386917,-90.145434 
53939,1351338,548796,0.522,0.212,43.690429,-89.130646 
53941,180798002,4894468,69.807,1.890,43.570006,-90.161064 
53943,126406459,356569,48.806,0.138,43.386819,-90.035254 
53944,201043791,5135422,77.623,1.983,43.685886,-89.928668 
53946,327396347,33781538,126.408,13.043,43.712450,-89.020843 
53947,662245,0,0.256,0.000,43.746779,-89.139956 
53948,381375344,8265574,147.250,3.191,43.776559,-90.040249 
53949,439577624,15377256,169.722,5.937,43.783318,-89.336302 
53950,267192199,9203254,103.163,3.553,43.901142,-90.137808 
53951,189644713,1577220,73.222,0.609,43.387892,-89.876273 
53952,245029050,2991389,94.606,1.155,43.783202,-89.597367 
53953,6425486,0,2.481,0.000,43.772537,-89.468292 
53954,205301389,7045717,79.267,2.720,43.551540,-89.313911 
53955,191576519,14468968,73.968,5.587,43.406614,-89.416632 
53956,203511864,2075923,78.576,0.802,43.542020,-89.017568 
53959,286063670,2238033,110.450,0.864,43.533502,-89.999636 
53960,234201211,5164258,90.426,1.994,43.426086,-89.235375 
53961,62079974,966881,23.969,0.373,43.457619,-89.927555 
53963,216994346,3895236,83.782,1.504,43.639467,-88.743298 
53964,293193713,1926933,113.203,0.744,43.912582,-89.512502 
53965,438426741,12478355,169.278,4.818,43.671422,-89.748134 
53968,186577122,304082,72.038,0.117,43.646122,-90.227850 
53969,2402914,353585,0.928,0.137,43.493230,-89.301804 
54001,300005556,17260083,115.833,6.664,45.334330,-92.386607 
54002,195763995,774050,75.585,0.299,44.963016,-92.369527 
54003,75035737,180654,28.971,0.070,44.794472,-92.445729 
54004,217656128,2170814,84.038,0.838,45.302220,-92.125177 
54005,206147740,1117520,79.594,0.431,45.236119,-92.227501 
54006,70418429,3393157,27.189,1.310,45.590697,-92.646689 
54007,122193179,1065171,47.179,0.411,45.190329,-92.352940 
54009,83484593,5779686,32.234,2.232,45.352521,-92.577819 
54010,35434,0,0.014,0.000,44.734316,-92.465629 
54011,266514197,545180,102.902,0.210,44.718295,-92.464636 
54013,262820406,970579,101.476,0.375,45.082950,-92.228166 
54014,112232663,9500477,43.333,3.668,44.648721,-92.572748 
54015,97909715,94449,37.803,0.036,44.970201,-92.452923 
54016,176615765,15199993,68.192,5.869,44.981117,-92.694860 
54017,358347039,6879491,138.359,2.656,45.120016,-92.519784 
54020,196062931,7004238,75.700,2.704,45.274846,-92.641761 
54021,115347552,5304259,44.536,2.048,44.734174,-92.706319 
54022,363487611,4287170,140.343,1.655,44.847472,-92.606877 
54023,106978798,786752,41.305,0.304,44.981772,-92.554736 
54024,218358799,7616058,84.309,2.941,45.501700,-92.640733 
54025,125842435,4086244,48.588,1.578,45.143751,-92.680358 
54026,71841395,5345872,27.738,2.064,45.227595,-92.534605 
54027,77450669,3750,29.904,0.001,44.919366,-92.192828 
54028,107208099,151380,41.393,0.058,44.954977,-92.283422 
54082,35063777,1672193,13.538,0.646,45.068040,-92.749369 
54101,137229232,90617,52.985,0.035,44.785785,-88.075082 
54102,254757145,4778694,98.362,1.845,45.501305,-87.976929 
54103,193465742,2060768,74.698,0.796,45.636879,-88.516325 
54104,527173523,5919898,203.543,2.286,45.448633,-88.283014 
54106,237298538,602088,91.621,0.232,44.485462,-88.456588 
54107,190802595,909787,73.669,0.351,44.701043,-88.455663 
54110,167338343,1751939,64.610,0.676,44.187689,-88.075127 
54111,136596227,5139769,52.740,1.984,44.812344,-88.380546 
54112,162605256,1382631,62.782,0.534,45.054741,-88.054588 
54113,4488536,453075,1.733,0.175,44.261867,-88.309516 
54114,635904734,25280469,245.524,9.761,45.245414,-88.108864 
54115,325225550,5799558,125.570,2.239,44.397967,-88.096390 
54119,242799353,2448211,93.745,0.945,45.607459,-88.159732 
54120,253029918,2562567,97.695,0.989,45.803402,-88.569386 
54121,677226082,15004936,261.478,5.793,45.865638,-88.326971 
54123,1248377,2890,0.482,0.001,44.210985,-88.142645 
54124,243875310,6278163,94.161,2.424,44.908023,-88.345233 
54125,191866112,2832244,74.080,1.094,45.579147,-88.401615 
54126,196867957,335324,76.011,0.129,44.291905,-88.050723 
54127,218662,0,0.084,0.000,44.796395,-88.269602 
54128,134238115,2660025,51.830,1.027,44.878776,-88.811090 
54129,187437283,835578,72.370,0.323,44.131580,-88.194198 
54130,206557707,2850121,79.752,1.100,44.311313,-88.244310 
54135,208312547,8993490,80.430,3.472,44.927379,-88.607936 
54136,5356791,404285,2.068,0.156,44.268219,-88.338535 
54137,67760392,0,26.162,0.000,44.756813,-88.255012 
54138,188928259,3841944,72.946,1.483,45.333606,-88.409689 
54139,248105480,941093,95.794,0.363,44.956844,-88.075505 
54140,8204315,533790,3.168,0.206,44.286515,-88.309229 
54141,66396900,14116519,25.636,5.450,44.728584,-87.998318 
54143,175559998,15925295,67.784,6.149,45.076169,-87.698833 
54149,324564868,6178722,125.315,2.386,45.196478,-88.462380 
54150,44368456,1078597,17.131,0.416,44.997641,-88.853758 
54151,312468794,5528283,120.645,2.134,45.725441,-87.988217 
54153,260966326,15142595,100.760,5.847,44.898069,-87.915740 
54154,215817677,2435439,83.328,0.940,44.873690,-88.182068 
54155,89006280,150783,34.366,0.058,44.527495,-88.200548 
54156,353140718,4887472,136.348,1.887,45.628708,-88.024459 
54157,229603345,7480474,88.650,2.888,45.040575,-87.821437 
54159,163239036,919554,63.027,0.355,45.193358,-87.838864 
54160,1158751,35842,0.447,0.014,44.118481,-88.101704 
54161,322313599,10246115,124.446,3.956,45.122213,-88.162416 
54162,295378066,247646,114.046,0.096,44.662540,-88.270904 
54165,241887769,118990,93.393,0.046,44.516630,-88.322013 
54166,365952798,28081645,141.295,10.842,44.778797,-88.634549 
54169,8845621,149176,3.415,0.058,44.176686,-88.280739 
54170,296134420,6846588,114.338,2.643,44.536096,-88.576930 
54171,60040064,14378,23.182,0.006,44.715231,-88.096472 
54173,36464082,617762,14.079,0.239,44.639281,-88.030636 
54174,494739205,6900921,191.020,2.664,45.036912,-88.424393 
54175,140496964,10970683,54.246,4.236,45.314602,-88.618326 
54177,445342825,14321273,171.948,5.529,45.396619,-87.893793 
54180,10655058,636240,4.114,0.246,44.325728,-88.175795 
54201,193901415,5358882,74.866,2.069,44.624327,-87.495679 
54202,107484996,5645399,41.500,2.180,45.087307,-87.140063 
54204,123312367,40417,47.611,0.016,44.755474,-87.605319 
54205,106817648,17898,41.243,0.007,44.596202,-87.632423 
54207,2561063,1212,0.989,0.000,44.087627,-87.989005 
54208,265101267,2571867,102.356,0.993,44.363565,-87.799595 
54209,102008192,2191584,39.386,0.846,45.017946,-87.270394 
54210,69091036,8675949,26.676,3.350,45.246247,-87.035915 
54211,9185983,966,3.547,0.000,45.160359,-87.166369 
54212,85253666,2251049,32.917,0.869,45.109775,-87.209029 
54213,94929459,594891,36.652,0.230,44.695169,-87.528241 
54214,737774,0,0.285,0.000,44.197537,-87.713043 
54216,280512036,14860156,108.306,5.738,44.438598,-87.569911 
54217,292277218,3020556,112.849,1.166,44.551977,-87.720281 
54220,255726624,13470868,98.737,5.201,44.101805,-87.722805 
54227,81077802,603384,31.304,0.233,44.280774,-87.810786 
54228,104129908,614475,40.205,0.237,44.278161,-87.650284 
54229,106267774,29435,41.030,0.011,44.560061,-87.815517 
54230,284380161,2685492,109.800,1.037,44.159839,-87.915040 
54232,1928978,55887,0.745,0.022,44.007345,-87.924787 
54234,62262939,18873,24.040,0.007,45.181963,-87.101510 
54235,497663561,36394515,192.149,14.052,44.840884,-87.372795 
54241,172087952,14730137,66.444,5.687,44.215871,-87.594706 
54245,105056973,1418622,40.563,0.548,44.030924,-87.898061 
54246,65998150,270409,25.482,0.104,45.373209,-86.899374 
54247,88059880,513972,34.000,0.198,44.199973,-87.790095 
54301,16950404,1783839,6.545,0.689,44.480778,-88.016063 
54302,24781609,640083,9.568,0.247,44.507653,-87.976828 
54303,28322511,607109,10.935,0.234,44.538066,-88.048764 
54304,30361955,1747962,11.723,0.675,44.492790,-88.067301 
54307,210104,0,0.081,0.000,44.470428,-88.036639 
54311,166054088,536372,64.114,0.207,44.480306,-87.892072 
54313,154376097,3115082,59.605,1.203,44.583773,-88.115037 
54401,215678442,5039487,83.274,1.946,44.963304,-89.704051 
54403,346461282,2821789,133.769,1.089,45.018422,-89.525216 
54405,77469452,13537,29.911,0.005,44.967530,-90.282268 
54406,173693799,1439076,67.064,0.556,44.412217,-89.304930 
54407,121773796,2928764,47.017,1.131,44.532182,-89.281795 
54408,115628352,125600,44.644,0.048,45.025581,-89.323997 
54409,549607039,3082583,212.204,1.190,45.122179,-89.170874 
54410,171866740,40534,66.358,0.016,44.542287,-90.030459 
54411,492537952,38895,190.170,0.015,45.062560,-90.033418 
54412,187309371,6082457,72.321,2.348,44.663265,-89.974160 
54413,81232699,902276,31.364,0.348,44.273240,-90.130098 
54414,333761834,1267416,128.866,0.489,44.959673,-89.176857 
54416,214947728,426561,82.992,0.165,44.884118,-88.948420 
54417,804779,184415,0.311,0.071,45.026967,-89.653285 
54418,302424503,2330429,116.767,0.900,45.220561,-88.940222 
54420,99622887,365718,38.465,0.141,44.610077,-90.350683 
54421,183469364,269018,70.838,0.104,44.895191,-90.288689 
54422,100423910,221493,38.774,0.086,44.985893,-90.457501 
54423,138341873,1697362,53.414,0.655,44.585282,-89.421676 
54424,425269198,10775636,164.197,4.160,45.286673,-89.192332 
54425,114187987,320126,44.088,0.124,45.006838,-90.341197 
54426,280611350,505551,108.345,0.195,44.907469,-90.009790 
54427,116155259,559608,44.848,0.216,44.817219,-89.258344 
54428,169095492,10783737,65.288,4.164,45.421166,-89.135714 
54430,12610072,307948,4.869,0.119,45.147626,-88.873267 
54433,415623310,11370086,160.473,4.390,45.202063,-90.791986 
54435,567851936,9054582,219.249,3.496,45.360468,-89.438197 
54436,276466036,1008558,106.744,0.389,44.534622,-90.427124 
54437,308222193,2721203,119.005,1.051,44.777208,-90.629136 
54440,218879986,2957075,84.510,1.142,44.811220,-89.383375 
54441,2442695,0,0.943,0.000,44.642553,-90.104811 
54442,192383415,2604164,74.280,1.005,45.358854,-89.658980 
54443,234842356,9365343,90.673,3.616,44.608922,-89.751725 
54446,198019289,425531,76.456,0.164,44.747785,-90.466411 
54447,80501790,144923,31.082,0.056,45.085986,-90.747239 
54448,230551624,172160,89.016,0.066,44.933905,-89.831679 
54449,441552000,806006,170.484,0.311,44.638430,-90.208401 
54450,4320482,0,1.668,0.000,45.004292,-89.040970 
54451,899458213,4709104,347.283,1.818,45.197390,-90.407651 
54452,1145246472,15784237,442.182,6.094,45.217729,-89.793643 
54454,118043478,1091477,45.577,0.421,44.606715,-89.882882 
54455,595971118,50238986,230.106,19.397,44.766821,-89.684474 
54456,574817925,6147701,221.938,2.374,44.544396,-90.632781 
54457,350951223,41523973,135.503,16.032,44.214087,-89.900133 
54458,1739621,31899,0.672,0.012,44.497209,-89.306325 
54459,358788632,3010027,138.529,1.162,45.412581,-90.237356 
54460,220650473,2600095,85.194,1.004,44.938751,-90.543261 
54462,105498125,5173382,40.733,1.997,45.392002,-89.007393 
54463,207851164,17865709,80.252,6.898,45.502567,-89.219108 
54465,72773924,10378461,28.098,4.007,45.383296,-88.891217 
54466,787104324,14184515,303.903,5.477,44.379589,-90.306335 
54467,178763474,2712578,69.021,1.047,44.413919,-89.538901 
54469,6582097,975701,2.541,0.377,44.345145,-89.874045 
54470,273686775,2892284,105.671,1.117,45.286613,-90.141512 
54471,120171107,214879,46.398,0.083,44.930719,-89.424316 
54473,222247489,3745312,85.810,1.446,44.650645,-89.352368 
54474,11271417,587317,4.352,0.227,44.873714,-89.619750 
54475,95075848,2018876,36.709,0.779,44.484665,-89.793069 
54476,108972941,2882287,42.075,1.113,44.889960,-89.520725 
54479,206608241,737082,79.772,0.285,44.750611,-90.331989 
54480,90395253,15736,34.902,0.006,45.054310,-90.269289 
54481,165177881,22780792,63.776,8.796,44.510664,-89.638254 
54482,236687115,7119176,91.385,2.749,44.546930,-89.525424 
54484,269684568,2650360,104.126,1.023,44.799824,-90.078596 
54485,53245868,1523946,20.558,0.588,45.410997,-89.231170 
54486,318405175,716250,122.937,0.277,44.717991,-89.045228 
54487,778484830,61043191,300.575,23.569,45.514195,-89.775405 
54488,103568372,171286,39.988,0.066,44.840396,-90.333122 
54489,114082888,799546,44.048,0.309,44.460777,-90.003987 
54490,291645338,4811807,112.605,1.858,45.343391,-90.392334 
54491,462643171,9087609,178.628,3.509,45.234365,-88.754355 
54493,281497775,3336403,108.687,1.288,44.696760,-90.810720 
54494,345173612,10670400,133.272,4.120,44.340837,-89.734920 
54495,278418559,15731988,107.498,6.074,44.378213,-89.964060 
54498,314491547,1847463,121.426,0.713,45.035112,-90.629022 
54499,292311962,1402399,112.862,0.541,44.789831,-89.176405 
54501,946794453,66058309,365.559,25.505,45.657615,-89.349239 
54511,720740028,10577775,278.279,4.084,45.737517,-88.823070 
54512,198865515,48088421,76.782,18.567,46.091151,-89.659025 
54513,244116536,243791,94.254,0.094,45.578383,-90.141311 
54514,538686943,10366833,207.988,4.003,46.041777,-90.473291 
54515,214537211,702142,82.833,0.271,45.512631,-90.491015 
54517,201438381,11554911,77.776,4.461,46.145917,-90.930676 
54519,207739796,22045030,80.209,8.512,46.050780,-89.263108 
54520,370251246,28433555,142.955,10.978,45.536654,-88.903793 
54521,588212976,81316595,227.110,31.397,45.936714,-89.291348 
54524,236715625,4317144,91.396,1.667,45.832548,-90.347035 
54525,1837027,65529,0.709,0.025,46.423303,-90.219958 
54526,285948325,2944932,110.405,1.137,45.529271,-90.857180 
54527,600133452,3466100,231.713,1.338,46.125898,-90.685679 
54529,171417211,13343204,66.185,5.152,45.677711,-89.667165 
54530,281794542,1669049,108.801,0.644,45.533993,-90.741634 
54531,201160284,31781844,77.668,12.271,45.752823,-89.774652 
54534,338268020,7622375,130.606,2.943,46.347714,-90.228091 
54536,129505300,1085533,50.002,0.419,46.305770,-90.354628 
54537,251121580,163138,96.959,0.063,45.528805,-90.603457 
54538,289797630,64129236,111.891,24.760,45.970064,-89.911919 
54539,126546872,39319229,48.860,15.181,45.813350,-89.562140 
54540,214710914,45433404,82.900,17.542,46.154791,-89.372738 
54541,347202887,7789751,134.056,3.008,45.556480,-88.619095 
