GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG 
23079,54872081,16837803,21.186,6.501,37.716884,-76.674740 
23083,147212493,216563,56.839,0.084,37.308039,-78.117329 
23084,106722219,338165,41.206,0.131,37.884931,-78.115047 
23085,111497582,1533307,43.049,0.592,37.715457,-76.831989 
23086,214079097,8271209,82.656,3.194,37.668573,-77.054414 
23089,156973738,16549282,60.608,6.390,37.455795,-76.903501 
23091,60033082,1735808,23.179,0.670,37.650958,-76.799018 
23092,12706421,5890337,4.906,2.274,37.606769,-76.514748 
23093,540404884,5175598,208.652,1.998,38.004167,-78.040057 
23102,76852087,2649340,29.673,1.023,37.708119,-77.828654 
23103,96916100,3574009,37.420,1.380,37.648034,-77.723640 
23106,69705538,987148,26.913,0.381,37.716107,-77.201511 
23108,33031171,162070,12.753,0.063,37.644741,-76.734614 
23109,44520880,4480232,17.190,1.730,37.432741,-76.332514 
23110,57313400,5999910,22.129,2.317,37.582820,-76.771108 
23111,202278621,2307312,78.100,0.891,37.613551,-77.243019 
23112,83866882,6086665,32.381,2.350,37.433405,-77.662862 
23113,91663742,883867,35.392,0.341,37.538846,-77.679628 
23114,29176599,171356,11.265,0.066,37.482226,-77.659771 
23115,14260188,0,5.506,0.000,37.811023,-76.914420 
23116,162769912,1455645,62.846,0.562,37.675649,-77.336708 
23117,354277900,17783393,136.787,6.866,37.981999,-77.873976 
23119,8550436,5322633,3.301,2.055,37.448174,-76.277178 
23120,165461183,1870967,63.885,0.722,37.422080,-77.781370 
23123,105975335,1217222,40.917,0.470,37.651834,-78.301142 
23124,141182423,7278143,54.511,2.810,37.550924,-77.043956 
23125,5640039,4851927,2.178,1.873,37.327127,-76.280830 
23126,57848617,278209,22.335,0.107,37.923461,-77.144316 
23128,30163349,8900058,11.646,3.436,37.436067,-76.432958 
23129,10408768,110563,4.019,0.043,37.681630,-77.770420 
23130,15346852,6133667,5.925,2.368,37.387286,-76.259439 
23138,21712195,35272017,8.383,13.619,37.342651,-76.304324 
23139,619260617,4913738,239.098,1.897,37.545988,-77.936728 
23140,194053024,1632151,74.924,0.630,37.435013,-77.038311 
23141,94173127,784307,36.360,0.303,37.528690,-77.156144 
23146,86695813,1310352,33.473,0.506,37.731490,-77.704529 
23148,168149877,1096418,64.923,0.423,37.846428,-77.054640 
23149,130670928,9347988,50.452,3.609,37.575671,-76.609283 
23150,77145044,3544689,29.786,1.369,37.501141,-77.252581 
23153,34233954,754092,13.218,0.291,37.770805,-77.947259 
23156,103470949,13200699,39.950,5.097,37.521141,-76.706618 
23160,9758732,99210,3.768,0.038,37.628163,-77.845916 
23161,28089501,1373591,10.845,0.530,37.715706,-76.935229 
23163,5125303,1629086,1.979,0.629,37.357691,-76.309595 
23168,60396111,4193208,23.319,1.619,37.395757,-76.825110 
23169,24147595,22301624,9.323,8.611,37.603451,-76.457239 
23173,1054373,54877,0.407,0.021,37.577676,-77.536969 
23175,42175419,8845088,16.284,3.415,37.654869,-76.624357 
23176,11202695,8073713,4.325,3.117,37.572941,-76.414976 
23177,52900072,3045738,20.425,1.176,37.755009,-77.014493 
23180,26294104,20509636,10.152,7.919,37.702428,-76.615265 
23181,169582549,19631152,65.476,7.580,37.597491,-76.889060 
23185,145153190,65622529,56.044,25.337,37.228498,-76.718509 
23187,251969,58015,0.097,0.022,37.268856,-76.720941 
23188,253882271,26472685,98.024,10.221,37.342936,-76.763853 
23192,197364074,2550245,76.203,0.985,37.820363,-77.680814 
23219,3973757,730786,1.534,0.282,37.539769,-77.435528 
23220,12444546,718392,4.805,0.277,37.549349,-77.460606 
23221,8552618,1693497,3.302,0.654,37.553306,-77.493558 
23222,21500883,106073,8.302,0.041,37.582968,-77.418907 
23223,43639169,980008,16.849,0.378,37.557767,-77.378886 
23224,30204567,741430,11.662,0.286,37.497603,-77.467429 
23225,37035132,1779910,14.299,0.687,37.518624,-77.512937 
23226,15288660,1054328,5.903,0.407,37.579912,-77.523347 
23227,29458455,1069286,11.374,0.413,37.611292,-77.438188 
23228,29010240,223199,11.201,0.086,37.626617,-77.492834 
23229,36974337,1572230,14.276,0.607,37.586772,-77.574165 
23230,10795979,68802,4.168,0.027,37.586639,-77.489122 
23231,228705067,17830862,88.304,6.885,37.442204,-77.314931 
23233,32016431,374500,12.362,0.145,37.646431,-77.624235 
23234,51292801,1541356,19.804,0.595,37.451423,-77.470660 
23235,45236498,122414,17.466,0.047,37.514570,-77.564758 
23236,37313565,228069,14.407,0.088,37.475810,-77.585285 
23237,52955811,23357,20.446,0.009,37.400878,-77.449054 
23238,55602192,2494161,21.468,0.963,37.595612,-77.647606 
23250,8102554,37876,3.128,0.015,37.504727,-77.320875 
23294,10717493,23433,4.138,0.009,37.631281,-77.542534 
23301,70541192,17388664,27.236,6.714,37.681259,-75.633464 
23302,8610833,606450,3.325,0.234,37.865670,-75.520915 
23303,18425720,603769,7.114,0.233,37.911355,-75.504972 
23304,470952,207320,0.182,0.080,36.996135,-76.572107 
23306,37765474,8500767,14.581,3.282,37.561070,-75.872026 
23307,20180523,290825,7.792,0.112,37.432039,-75.871157 
23308,85475084,58321294,33.002,22.518,37.838625,-75.660124 
23310,155526487,24033235,60.049,9.279,37.258993,-75.963657 
23313,3172322,88472,1.225,0.034,37.199730,-75.945635 
23314,49643522,42882059,19.167,16.557,36.959049,-76.524280 
23315,75495052,519629,29.149,0.201,36.737390,-76.840511 
23316,3630412,1072551,1.402,0.414,37.303123,-75.992964 
23320,82167880,5153922,31.725,1.990,36.762288,-76.211650 
23321,67425310,2058569,26.033,0.795,36.800398,-76.421152 
23322,389797741,4867624,150.502,1.879,36.618712,-76.227046 
23323,310135457,16983099,119.744,6.557,36.696975,-76.379925 
23324,17287773,1845733,6.675,0.713,36.799721,-76.273447 
23325,9886143,1266217,3.817,0.489,36.814548,-76.238429 
23336,50028082,76162181,19.316,29.406,37.954605,-75.334522 
23337,4727250,174313,1.825,0.067,37.930411,-75.486091 
23347,30517970,11116931,11.783,4.292,37.339243,-75.978024 
23350,72450364,8668740,27.973,3.347,37.512705,-75.862593 
23354,8786936,2502937,3.393,0.966,37.462861,-75.912247 
23356,9202653,31798200,3.553,12.277,37.990790,-75.382405 
23357,16127303,149385,6.227,0.058,37.755646,-75.676028 
23358,14412744,8667880,5.565,3.347,37.652659,-75.867953 
23359,38751873,113231,14.962,0.044,37.884947,-75.587982 
23389,1504848,378123,0.581,0.146,37.660513,-75.834778 
23395,33159819,1782427,12.803,0.688,37.976304,-75.460590 
23398,10409519,3193677,4.019,1.233,37.516128,-75.944072 
23401,5812907,0,2.244,0.000,37.627492,-75.779396 
23405,70845762,22357205,27.354,8.632,37.411724,-75.926597 
23407,16359164,467619,6.316,0.181,37.840957,-75.578774 
23408,4720356,33865,1.823,0.013,37.452913,-75.843474 
23409,21006111,3025295,8.111,1.168,37.887621,-75.662907 
23410,74943234,2001546,28.936,0.773,37.637853,-75.736907 
23413,32659250,2607412,12.610,1.007,37.472853,-75.857763 
23414,3766302,8154,1.454,0.003,37.806814,-75.579897 
23415,76567399,1842848,29.563,0.712,37.969553,-75.534703 
23416,14099876,0,5.444,0.000,37.933768,-75.563351 
23417,127799591,102648078,49.344,39.633,37.759052,-75.783815 
23418,25811893,646248,9.966,0.250,37.666868,-75.687162 
23420,84017745,11533700,32.439,4.453,37.599070,-75.817482 
23421,83701725,14350682,32.317,5.541,37.764780,-75.611768 
23422,10822529,472192,4.179,0.182,37.635389,-75.822735 
23423,88092895,85383760,34.013,32.967,37.525301,-75.714310 
23426,13479064,4490622,5.204,1.734,37.924102,-75.689541 
23427,12991390,36229386,5.016,13.988,37.938929,-75.720538 
23430,260386037,70738262,100.536,27.312,37.001261,-76.655932 
23432,34273701,5395408,13.233,2.083,36.876452,-76.553978 
23433,4360796,15338307,1.684,5.922,36.918069,-76.462863 
23434,526493809,21828295,203.280,8.428,36.703003,-76.592105 
23435,100519690,27556807,38.811,10.640,36.841340,-76.484232 
23436,4096928,2612587,1.582,1.009,36.893756,-76.506917 
23437,257953552,4329140,99.596,1.671,36.627115,-76.803197 
23438,106075332,0,40.956,0.000,36.581493,-76.696545 
23440,4107050,1794995,1.586,0.693,37.844418,-75.997694 
23441,1607058,0,0.620,0.000,37.710268,-75.699685 
23442,34581395,143220,13.352,0.055,37.904756,-75.575437 
23451,47979974,6064005,18.525,2.341,36.865133,-76.005825 
23452,38321163,6074722,14.796,2.345,36.845756,-76.092807 
23453,24013017,485425,9.271,0.187,36.783490,-76.071207 
23454,77885458,9611815,30.072,3.711,36.818071,-76.030845 
23455,42589362,7774206,16.444,3.002,36.892997,-76.147108 
23456,127957112,10008117,49.405,3.864,36.736954,-76.035987 
23457,171832568,94456105,66.345,36.470,36.612747,-76.024139 
23459,3679014,0,1.420,0.000,36.924655,-76.019226 
23460,562519,0,0.217,0.000,36.807977,-76.028412 
23461,157396,0,0.061,0.000,36.775402,-75.963250 
23462,30163285,975935,11.646,0.377,36.837313,-76.150514 
23464,42820617,3264371,16.533,1.260,36.796917,-76.187631 
23480,5001165,147265,1.931,0.057,37.618711,-75.690711 
23486,1014579,185991,0.392,0.072,37.513168,-75.813784 
23487,243727853,3651504,94.104,1.410,36.847368,-76.725048 
23488,18836350,2593920,7.273,1.002,37.947613,-75.598459 
23502,25760260,2613521,9.946,1.009,36.860941,-76.204908 
23503,13314924,6758530,5.141,2.609,36.948786,-76.266459 
23504,10652444,965361,4.113,0.373,36.857302,-76.265612 
23505,16486066,2765284,6.365,1.068,36.914220,-76.289405 
23507,2325645,258910,0.898,0.100,36.864564,-76.303218 
23508,8631765,5974455,3.333,2.307,36.884888,-76.310270 
23509,6548254,1080363,2.528,0.417,36.882372,-76.264066 
23510,3051272,863466,1.178,0.333,36.852122,-76.291682 
23511,13772009,8024934,5.317,3.098,36.912232,-76.325805 
23513,13233238,36630,5.109,0.014,36.889714,-76.238860 
23517,2067575,0,0.798,0.000,36.869679,-76.292569 
23518,15851159,2079333,6.120,0.803,36.916118,-76.215375 
23523,5414630,2140660,2.091,0.827,36.832389,-76.272082 
23551,875503,0,0.338,0.000,36.924048,-76.288625 
23601,19354393,22365038,7.473,8.635,37.038265,-76.480498 
23602,34596771,2474575,13.358,0.955,37.113416,-76.517947 
23603,18760345,938808,7.243,0.362,37.191057,-76.564535 
23604,31373052,3582818,12.113,1.383,37.105026,-76.574792 
23605,9732472,7738,3.758,0.003,37.017949,-76.435781 
23606,24273578,27188590,9.372,10.498,37.064408,-76.521638 
23607,15645110,40417861,6.041,15.605,36.970515,-76.424339 
23608,27721749,556661,10.703,0.215,37.147813,-76.543036 
23651,2036817,6019107,0.786,2.324,37.005711,-76.305389 
23661,12172698,68257,4.700,0.026,37.009301,-76.386177 
23662,39673689,17783968,15.318,6.866,37.133319,-76.353027 
23663,7196344,893228,2.779,0.345,37.032292,-76.313646 
23664,13551180,7544977,5.232,2.913,37.078374,-76.289825 
23665,14357651,5464899,5.544,2.110,37.084498,-76.365498 
23666,51343997,1833720,19.824,0.708,37.058141,-76.406646 
23669,32283009,5217330,12.465,2.014,37.050311,-76.342814 
23690,19643240,4908490,7.584,1.895,37.222401,-76.517104 
23691,4727681,286262,1.825,0.111,37.255253,-76.549418 
23692,59070230,24017471,22.807,9.273,37.192438,-76.463582 
23693,35015056,2121448,13.519,0.819,37.123066,-76.447129 
23696,14526847,5247248,5.609,2.026,37.189119,-76.421079 
23701,19360848,2083102,7.475,0.804,36.813708,-76.370340 
23702,6529908,22135,2.521,0.009,36.799047,-76.328977 
23703,36156026,26033927,13.960,10.052,36.893339,-76.373292 
23704,13181472,1898840,5.089,0.733,36.824187,-76.310161 
23707,10292118,4017091,3.974,1.551,36.842301,-76.339628 
23708,424011,638420,0.164,0.246,36.849529,-76.305158 
23709,393272,0,0.152,0.000,36.812752,-76.305457 
23801,16286794,0,6.288,0.000,37.235444,-77.335337 
23803,187049754,4778585,72.220,1.845,37.209279,-77.497239 
23805,189878451,945922,73.312,0.365,37.138544,-77.403475 
23806,431403,0,0.167,0.000,37.238612,-77.418238 
23821,168205892,259101,64.945,0.100,36.883200,-77.912944 
23824,458723265,3740356,177.114,1.444,37.085581,-77.972180 
23827,132938989,192431,51.328,0.074,36.612313,-77.196878 
23828,91519487,95532,35.336,0.037,36.580854,-77.266933 
23829,211952320,818284,81.835,0.316,36.732670,-77.217351 
23830,120530636,496162,46.537,0.192,37.016961,-77.395057 
23831,62332631,632362,24.067,0.244,37.346253,-77.450566 
23832,102619746,1149586,39.622,0.444,37.387850,-77.592108 
23833,147945438,5248136,57.122,2.026,37.209429,-77.668917 
23834,58487792,2094795,22.582,0.809,37.290584,-77.404112 
23836,65581996,5206397,25.321,2.010,37.345226,-77.346743 
23837,274825902,1214214,106.111,0.469,36.749583,-77.084152 
23838,258548482,6757040,99.826,2.609,37.319210,-77.633166 
23839,64837988,119750,25.034,0.046,37.079815,-76.920618 
23840,123661915,170124,47.746,0.066,37.065325,-77.666008 
23841,189411759,617090,73.132,0.238,37.048042,-77.543937 
23842,338170064,2473909,130.568,0.955,37.131685,-77.221949 
23843,76240958,118473,29.437,0.046,36.845150,-77.822447 
23844,116906574,576255,45.138,0.222,36.680032,-77.326525 
23845,35396843,484554,13.667,0.187,36.578823,-77.977561 
23846,110889197,586539,42.815,0.226,37.066603,-76.834020 
23847,727820866,3869472,281.013,1.494,36.670258,-77.550253 
23850,129985272,563409,50.188,0.218,37.220129,-77.765249 
23851,276438384,5542844,106.733,2.140,36.655848,-76.950841 
23856,120832894,679351,46.654,0.262,36.784009,-77.702347 
23857,38933597,943762,15.032,0.364,36.584651,-77.883799 
23860,130595182,25514626,50.423,9.851,37.274749,-77.227407 
23866,225484831,2609391,87.060,1.007,36.923676,-76.862401 
23867,239024553,915020,92.288,0.353,36.816602,-77.481624 
23868,314086574,502004,121.270,0.194,36.722009,-77.817381 
23872,248568830,216600,95.973,0.084,36.989430,-77.720290 
23874,103939332,124248,40.131,0.048,36.608956,-77.085713 
23875,90938771,1216410,35.112,0.470,37.221381,-77.270466 
23876,93051887,131898,35.928,0.051,36.955753,-77.833610 
23878,102119102,754117,39.428,0.291,36.824772,-77.025432 
23879,87220682,315883,33.676,0.122,36.592274,-77.596837 
23881,309808904,43775040,119.618,16.902,37.180741,-76.977829 
23882,415080536,1902222,160.263,0.734,36.926173,-77.421687 
23883,148005518,47271637,57.145,18.252,37.135962,-76.735892 
23884,917010,0,0.354,0.000,36.917234,-77.279442 
23885,87893394,2906946,33.936,1.122,37.190287,-77.572659 
23887,52882858,2475293,20.418,0.956,36.573362,-77.816917 
23888,225825127,1327202,87.192,0.512,36.949958,-76.975042 
23889,87232080,225492,33.680,0.087,36.902933,-77.747246 
23890,508111669,2473449,196.183,0.955,37.009176,-77.118319 
23891,5994505,0,2.314,0.000,37.050821,-77.212429 
23893,67072070,80843,25.897,0.031,36.644073,-77.920776 
23894,83786378,146962,32.350,0.057,37.122207,-77.820822 
23897,153845341,699267,59.400,0.270,36.829008,-77.283615 
23898,128538186,829527,49.629,0.320,36.838263,-76.861870 
23899,6488766,3830182,2.505,1.479,37.234417,-76.974083 
23901,518736270,6804564,200.285,2.627,37.320924,-78.420892 
23909,99065,0,0.038,0.000,37.300584,-78.396639 
23915,84797980,213608,32.741,0.082,36.693140,-78.287418 
23917,281001719,69257133,108.495,26.740,36.625554,-78.344856 
23919,84590660,9134797,32.661,3.527,36.593409,-78.131154 
23920,315290961,121697,121.735,0.047,36.724517,-77.975253 
23921,209303642,1205711,80.813,0.466,37.586321,-78.623535 
23922,175775459,419391,67.867,0.162,37.185512,-78.216385 
23923,229738609,449392,88.703,0.174,37.087148,-78.649692 
23924,355897656,462724,137.413,0.179,36.806576,-78.422030 
23927,195788315,52931789,75.594,20.437,36.587497,-78.564584 
23930,277328263,1291011,107.077,0.498,37.171003,-78.099611 
23934,93122435,462805,35.955,0.179,37.177152,-78.626705 
23936,565768246,2587531,218.444,0.999,37.532518,-78.479244 
23937,188662817,792432,72.843,0.306,36.945141,-78.512503 
23938,51244923,135064,19.786,0.052,36.905314,-77.992026 
23942,153026754,861740,59.084,0.333,37.134366,-78.289196 
23943,690573,13987,0.267,0.005,37.245457,-78.454144 
23944,362844395,522419,140.095,0.202,36.915939,-78.138611 
23947,345307469,714864,133.324,0.276,37.031087,-78.444724 
23950,158161723,205064,61.067,0.079,36.658762,-78.075874 
23952,34232248,29553,13.217,0.011,36.928703,-78.298588 
23954,164598975,244559,63.552,0.094,37.106333,-78.380108 
23958,253330525,970426,97.811,0.375,37.264893,-78.659633 
23959,151726013,45222,58.582,0.017,37.105192,-78.794749 
23960,111381935,611925,43.005,0.236,37.320962,-78.552064 
23962,122395747,1863429,47.257,0.719,37.004656,-78.739335 
23963,56535229,20696,21.828,0.008,37.200974,-78.798552 
23964,114174480,1961158,44.083,0.757,36.772427,-78.627089 
23966,138254296,2708141,53.380,1.046,37.300262,-78.259116 
23967,122818202,219696,47.420,0.085,36.913125,-78.636604 
23968,81966755,151361,31.648,0.058,36.725263,-78.528509 
23970,314008218,1003281,121.239,0.387,36.750501,-78.190761 
23974,254644601,478976,98.319,0.185,36.970455,-78.255276 
23976,19915590,36904,7.689,0.014,36.844428,-78.585307 
24011,444639,909,0.172,0.000,37.270850,-79.941490 
24012,52936378,122421,20.439,0.047,37.310464,-79.903046 
24013,5854443,122341,2.260,0.047,37.266503,-79.923095 
24014,74149908,580647,28.629,0.224,37.222860,-79.915191 
24015,11670105,99087,4.506,0.038,37.256760,-79.981330 
24016,8409297,113842,3.247,0.044,37.273437,-79.954687 
24017,23213043,93905,8.963,0.036,37.297643,-79.990971 
24018,117611854,206212,45.410,0.080,37.213055,-80.041739 
24019,80114531,1044869,30.932,0.403,37.346523,-79.953580 
24020,708523,0,0.274,0.000,37.358216,-79.944179 
24053,142075035,113336,54.855,0.044,36.607227,-80.534076 
24054,278577284,541114,107.559,0.209,36.668892,-79.705426 
24055,225069186,2151364,86.900,0.831,36.756169,-79.997554 
24058,6065190,414061,2.342,0.160,37.176663,-80.622252 
24059,61294344,86075,23.666,0.033,37.163726,-80.130484 
24060,343621000,2090932,132.673,0.807,37.255477,-80.422534 
24064,85044748,34297,32.836,0.013,37.376305,-79.770380 
24065,221012709,342144,85.333,0.132,37.117040,-79.997325 
24066,416070018,3423121,160.646,1.322,37.537053,-79.681003 
24067,145483229,165904,56.171,0.064,37.031804,-80.059897 
24069,85891012,728488,33.163,0.281,36.576886,-79.642566 
24070,149694913,238585,57.798,0.092,37.356114,-80.225834 
24072,71943391,14910,27.777,0.006,37.041990,-80.242381 
24073,229714623,637872,88.693,0.246,37.132343,-80.424778 
24076,93047129,11809,35.926,0.005,36.605192,-80.421039 
24077,2095662,21090,0.809,0.008,37.366211,-79.904022 
24078,17930807,59377,6.923,0.023,36.721170,-79.899591 
24079,100087927,79334,38.644,0.031,37.056632,-80.160939 
24082,19372550,21262,7.480,0.008,36.620086,-80.116523 
24083,20679643,517032,7.984,0.200,37.405171,-79.920188 
24084,306087276,6273686,118.181,2.422,37.127959,-80.845882 
24085,454909188,4862783,175.641,1.878,37.679371,-79.821548 
24086,16495461,337636,6.369,0.130,37.275580,-80.632246 
24087,119038669,583681,45.961,0.225,37.214011,-80.256774 
24088,303559516,5719718,117.205,2.208,36.887904,-80.077927 
24089,29186760,4098,11.269,0.002,36.708518,-79.971555 
24090,245964344,825965,94.967,0.319,37.521699,-79.886553 
24091,452721526,1476502,174.797,0.570,36.919948,-80.330525 
24092,92066537,1508105,35.547,0.582,37.012031,-79.757851 
24093,13396953,2106942,5.173,0.813,37.383800,-80.859621 
24095,65358528,3952255,25.235,1.526,37.223210,-79.737268 
24101,143670396,4336452,55.471,1.674,37.173555,-79.796387 
24102,83096270,3589018,32.084,1.386,36.844404,-80.002271 
24104,193692621,20058734,74.785,7.745,37.133611,-79.488635 
24105,55572379,1924,21.457,0.001,36.911577,-80.603687 
